2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-13 14:13:16.130 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1908) | response=118 tokens | total=2.03K tokens (2026) | latency=2735ms
2026-02-13 14:13:18.715 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1886) | response=168 tokens | total=2.05K tokens (2054) | latency=2543ms
2026-02-13 14:13:23.476 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=169 tokens | total=2.05K tokens (2047) | latency=4665ms
2026-02-13 14:13:25.143 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1849) | response=112 tokens | total=1.96K tokens (1961) | latency=1533ms
2026-02-13 14:13:27.693 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1899) | response=130 tokens | total=2.03K tokens (2029) | latency=2424ms
2026-02-13 14:14:01.598 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2184) | response=162 tokens | total=2.35K tokens (2346) | latency=3682ms
2026-02-13 14:14:32.067 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2216) | response=139 tokens | total=2.36K tokens (2355) | latency=2349ms
2026-02-13 14:14:33.892 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.21K tokens (2208) | response=128 tokens | total=2.34K tokens (2336) | latency=1800ms
2026-02-13 15:09:53.252 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.43K tokens (1430) | response=80 tokens | total=1.51K tokens (1510) | latency=3804ms
2026-02-13 15:09:58.522 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.52K tokens (1519) | response=127 tokens | total=1.65K tokens (1646) | latency=1583ms
2026-02-13 15:10:02.725 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1649) | response=113 tokens | total=1.76K tokens (1762) | latency=1355ms
2026-02-13 15:10:08.695 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.77K tokens (1767) | response=82 tokens | total=1.85K tokens (1849) | latency=1364ms
2026-02-13 15:10:10.268 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1831) | response=124 tokens | total=1.96K tokens (1955) | latency=1558ms
2026-02-13 15:10:19.711 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=102 tokens | total=2.08K tokens (2077) | latency=1205ms
2026-02-13 15:10:21.640 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=124 tokens | total=2.10K tokens (2099) | latency=1875ms
2026-02-13 15:10:26.085 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2017) | response=102 tokens | total=2.12K tokens (2119) | latency=1128ms
2026-02-13 15:10:28.096 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1988) | response=119 tokens | total=2.11K tokens (2107) | latency=1632ms
2026-02-13 15:10:29.374 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2042) | response=110 tokens | total=2.15K tokens (2152) | latency=1253ms
2026-02-13 15:10:31.331 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2017) | response=108 tokens | total=2.13K tokens (2125) | latency=1545ms
2026-02-13 15:10:32.587 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=106 tokens | total=2.10K tokens (2098) | latency=1253ms
2026-02-13 15:10:37.591 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1908) | response=118 tokens | total=2.03K tokens (2026) | latency=2102ms
2026-02-13 15:10:39.846 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1886) | response=168 tokens | total=2.05K tokens (2054) | latency=2219ms
2026-02-13 15:10:44.490 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=169 tokens | total=2.05K tokens (2047) | latency=4539ms
2026-02-13 15:10:45.998 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1849) | response=112 tokens | total=1.96K tokens (1961) | latency=1361ms
2026-02-13 15:10:48.780 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1899) | response=130 tokens | total=2.03K tokens (2029) | latency=2692ms
2026-02-13 15:11:20.840 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2185) | response=140 tokens | total=2.33K tokens (2325) | latency=1846ms
2026-02-13 15:12:03.201 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.49K tokens (2486) | response=95 tokens | total=2.58K tokens (2581) | latency=9157ms
2026-02-13 16:15:01.293 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.43K tokens (1430) | response=80 tokens | total=1.51K tokens (1510) | latency=3040ms
2026-02-13 16:15:06.764 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.52K tokens (1519) | response=127 tokens | total=1.65K tokens (1646) | latency=1584ms
2026-02-13 16:15:12.222 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1649) | response=113 tokens | total=1.76K tokens (1762) | latency=1482ms
2026-02-13 16:15:20.789 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.77K tokens (1767) | response=82 tokens | total=1.85K tokens (1849) | latency=1396ms
2026-02-13 16:15:22.262 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1831) | response=124 tokens | total=1.96K tokens (1955) | latency=1463ms
2026-02-13 16:15:32.090 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=102 tokens | total=2.08K tokens (2077) | latency=1199ms
2026-02-13 16:15:34.119 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=124 tokens | total=2.10K tokens (2099) | latency=1977ms
2026-02-13 16:15:38.498 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2017) | response=102 tokens | total=2.12K tokens (2119) | latency=1152ms
2026-02-13 16:15:40.740 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1988) | response=119 tokens | total=2.11K tokens (2107) | latency=1506ms
2026-02-13 16:15:42.347 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2042) | response=110 tokens | total=2.15K tokens (2152) | latency=1558ms
2026-02-13 16:15:44.146 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2017) | response=108 tokens | total=2.13K tokens (2125) | latency=1398ms
2026-02-13 16:15:45.408 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=106 tokens | total=2.10K tokens (2098) | latency=1258ms
2026-02-13 16:15:50.562 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1908) | response=118 tokens | total=2.03K tokens (2026) | latency=2130ms
2026-02-13 16:15:52.933 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1886) | response=168 tokens | total=2.05K tokens (2054) | latency=2351ms
2026-02-13 16:15:57.519 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=169 tokens | total=2.05K tokens (2047) | latency=4468ms
2026-02-13 16:15:59.042 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1849) | response=112 tokens | total=1.96K tokens (1961) | latency=1320ms
2026-02-13 16:16:01.352 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1899) | response=130 tokens | total=2.03K tokens (2029) | latency=2204ms
2026-02-13 16:16:34.828 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2184) | response=152 tokens | total=2.34K tokens (2336) | latency=3254ms
2026-02-13 16:17:10.345 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.48K tokens (2484) | response=89 tokens | total=2.57K tokens (2573) | latency=5332ms
2026-02-13 16:17:12.535 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.44K tokens (2436) | response=148 tokens | total=2.58K tokens (2584) | latency=2146ms
2026-02-13 16:17:45.224 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.71K tokens (2713) | response=82 tokens | total=2.80K tokens (2795) | latency=2576ms
2026-02-13 16:17:48.091 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.66K tokens (2663) | response=118 tokens | total=2.78K tokens (2781) | latency=2850ms
2026-02-13 16:17:49.761 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.38K tokens (2383) | response=109 tokens | total=2.49K tokens (2492) | latency=1560ms
2026-02-13 16:17:57.486 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.12K tokens (2115) | response=83 tokens | total=2.20K tokens (2198) | latency=1223ms
2026-02-13 16:17:59.033 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2155) | response=115 tokens | total=2.27K tokens (2270) | latency=1509ms
2026-02-13 16:36:52.948 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1590) | response=82 tokens | total=1.67K tokens (1672) | latency=4120ms
2026-02-13 16:36:58.376 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1679) | response=102 tokens | total=1.78K tokens (1781) | latency=1514ms
2026-02-13 16:37:03.523 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1792) | response=110 tokens | total=1.90K tokens (1902) | latency=1706ms
2026-02-13 16:37:11.728 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1887) | response=90 tokens | total=1.98K tokens (1977) | latency=2069ms
2026-02-13 16:37:13.176 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1952) | response=88 tokens | total=2.04K tokens (2040) | latency=1436ms
2026-02-13 16:37:22.716 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2072) | response=79 tokens | total=2.15K tokens (2151) | latency=1293ms
2026-02-13 16:37:25.012 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2071) | response=162 tokens | total=2.23K tokens (2233) | latency=2255ms
2026-02-13 16:37:29.485 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.11K tokens (2110) | response=84 tokens | total=2.19K tokens (2194) | latency=1301ms
2026-02-13 16:37:31.700 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.10K tokens (2104) | response=137 tokens | total=2.24K tokens (2241) | latency=1850ms
2026-02-13 16:37:33.246 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2172) | response=93 tokens | total=2.27K tokens (2265) | latency=1496ms
2026-02-13 16:37:35.300 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2148) | response=106 tokens | total=2.25K tokens (2254) | latency=1617ms
2026-02-13 16:37:42.583 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2153) | response=113 tokens | total=2.27K tokens (2266) | latency=2803ms
2026-02-13 16:37:45.243 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.06K tokens (2064) | response=120 tokens | total=2.18K tokens (2184) | latency=2630ms
2026-02-13 16:37:49.378 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2068) | response=125 tokens | total=2.19K tokens (2193) | latency=4029ms
2026-02-13 16:37:52.225 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2025) | response=142 tokens | total=2.17K tokens (2167) | latency=2676ms
2026-02-13 16:37:53.533 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2043) | response=98 tokens | total=2.14K tokens (2141) | latency=1191ms
2026-02-13 16:37:59.195 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2052) | response=135 tokens | total=2.19K tokens (2187) | latency=1704ms
2026-02-13 16:48:23.512 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=926 tokens | response=85 tokens | total=1.01K tokens (1011) | latency=3899ms
2026-02-13 16:48:28.376 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=997 tokens | response=84 tokens | total=1.08K tokens (1081) | latency=1497ms
2026-02-13 16:48:59.565 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.36K tokens (1359) | response=46 tokens | total=1.41K tokens (1405) | latency=951ms
2026-02-13 16:53:19.719 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1722) | response=180 tokens | total=1.90K tokens (1902) | latency=229972ms
2026-02-13 16:54:53.473 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1829) | response=113 tokens | total=1.94K tokens (1942) | latency=93720ms
2026-02-13 16:55:17.900 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=926 tokens | response=85 tokens | total=1.01K tokens (1011) | latency=3519ms
2026-02-13 16:55:22.669 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=997 tokens | response=84 tokens | total=1.08K tokens (1081) | latency=1267ms
2026-02-13 16:55:54.284 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.36K tokens (1359) | response=46 tokens | total=1.41K tokens (1405) | latency=1340ms
2026-02-13 16:56:27.089 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1722) | response=115 tokens | total=1.84K tokens (1837) | latency=2631ms
2026-02-13 16:59:15.001 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=939 tokens | response=123 tokens | total=1.06K tokens (1062) | latency=5107ms
2026-02-13 16:59:17.574 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1181) | response=102 tokens | total=1.28K tokens (1283) | latency=1425ms
2026-02-13 16:59:23.224 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.42K tokens (1423) | response=172 tokens | total=1.60K tokens (1595) | latency=4588ms
2026-02-13 16:59:29.545 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=926 tokens | response=85 tokens | total=1.01K tokens (1011) | latency=2440ms
2026-02-13 16:59:34.587 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=997 tokens | response=84 tokens | total=1.08K tokens (1081) | latency=1335ms
2026-02-13 17:00:06.137 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.36K tokens (1360) | response=46 tokens | total=1.41K tokens (1406) | latency=1303ms
2026-02-13 17:03:44.740 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=936 tokens | response=120 tokens | total=1.06K tokens (1056) | latency=3879ms
2026-02-13 17:03:47.294 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.19K tokens (1188) | response=127 tokens | total=1.32K tokens (1315) | latency=1439ms
2026-02-13 17:03:50.317 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.44K tokens (1440) | response=119 tokens | total=1.56K tokens (1559) | latency=1971ms
2026-02-13 17:03:56.587 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=923 tokens | response=105 tokens | total=1.03K tokens (1028) | latency=2455ms
2026-02-13 17:04:02.140 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=994 tokens | response=127 tokens | total=1.12K tokens (1121) | latency=1488ms
2026-02-13 17:04:33.535 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1367) | response=48 tokens | total=1.42K tokens (1415) | latency=1001ms
2026-02-13 17:05:05.068 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.74K tokens (1741) | response=19 tokens | total=1.76K tokens (1760) | latency=1182ms
2026-02-13 17:08:27.831 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.80K tokens (1804) | response=157 tokens | total=1.96K tokens (1961) | latency=199759ms
2026-02-13 17:08:59.843 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2164) | response=41 tokens | total=2.21K tokens (2205) | latency=1811ms
2026-02-13 17:09:00.964 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2197) | response=46 tokens | total=2.24K tokens (2243) | latency=1043ms
2026-02-13 17:09:04.541 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.44K tokens (2440) | response=179 tokens | total=2.62K tokens (2619) | latency=3329ms
2026-02-13 17:09:09.415 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2202) | response=121 tokens | total=2.32K tokens (2323) | latency=4822ms
2026-02-13 17:09:10.971 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.26K tokens (2262) | response=134 tokens | total=2.40K tokens (2396) | latency=1258ms
2026-02-13 17:09:12.571 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2036) | response=133 tokens | total=2.17K tokens (2169) | latency=1517ms
2026-02-13 17:09:14.076 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2032) | response=81 tokens | total=2.11K tokens (2113) | latency=1483ms
2026-02-13 17:13:04.424 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.22K tokens (1218) | response=76 tokens | total=1.29K tokens (1294) | latency=2645ms
2026-02-13 17:13:09.602 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.31K tokens (1307) | response=103 tokens | total=1.41K tokens (1410) | latency=1403ms
2026-02-13 17:13:41.137 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=6.49K tokens (6488) | response=100 tokens | total=6.59K tokens (6588) | latency=1296ms
2026-02-13 17:14:53.621 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.22K tokens (1217) | response=76 tokens | total=1.29K tokens (1293) | latency=3243ms
2026-02-13 17:14:59.367 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.31K tokens (1306) | response=157 tokens | total=1.46K tokens (1463) | latency=1847ms
